Column1,Column2,Column3,Column4,Column5,Column6
"2456508.500000000, A.D. 2013-Aug-04 00",00,"00.0000, -3.155214044516830E+09,  3.812174611502596E+09, -1.449610488771797E+09, -2.204441708547187E+01, -1.790062195327545E+01, -3.567045423168187E-01,",,,
"2456539.500000000, A.D. 2013-Sep-04 00",00,"00.0000, -3.198105441482256E+09,  3.751416145438580E+09, -1.450558587246911E+09, -9.235571895095383E+00, -2.638038864091337E+01, -3.514920383767546E-01,",,,
"2456569.500000000, A.D. 2013-Oct-04 00",00,"00.0000, -3.202702111870833E+09,  3.680053752810526E+09, -1.451465124144425E+09,  5.811669015252639E+00, -2.741964960931382E+01, -3.469250477154553E-01,",,,
"2456600.500000000, A.D. 2013-Nov-04 00",00,"00.0000, -3.167319539761837E+09,  3.614223113399010E+09, -1.452391192638870E+09,  2.003150350627181E+01, -2.045677341752356E+01, -3.428041206005519E-01,",,,
"2456630.500000000, A.D. 2013-Dec-04 00",00,"00.0000, -3.102870806060972E+09,  3.577029116438289E+09, -1.453277932257884E+09,  2.858762251345503E+01, -7.468039030765994E+00, -3.396443650725365E-01,",,,
"2456661.500000000, A.D. 2014-Jan-04 00",00,"00.0000, -3.023405246239324E+09,  3.578582273232824E+09, -1.454184888921226E+09,  2.927845864730468E+01,  8.711693669623196E+00, -3.371144572280356E-01,",,,
"2456692.500000000, A.D. 2014-Feb-04 00",00,"00.0000, -2.953810594922151E+09,  3.621813205074079E+09, -1.455082633081064E+09,  2.139778076062620E+01,  2.285063082382049E+01, -3.343081379321262E-01,",,,
"2456720.500000000, A.D. 2014-Mar-04 00",00,"00.0000, -2.916388209152920E+09,  3.687366768379369E+09, -1.455884894451548E+09,  8.942181965897078E+00,  3.032564819655126E+01, -3.309740967875783E-01,",,,
"2456751.500000000, A.D. 2014-Apr-04 00",00,"00.0000, -2.913624603676067E+09,  3.770997020527321E+09, -1.456763346816389E+09, -6.881734628666400E+00,  3.071128011341755E+01, -3.267100806064125E-01,",,,
"2456781.500000000, A.D. 2014-May-04 00",00,"00.0000, -2.949428589693253E+09,  3.842661227894895E+09, -1.457602582487519E+09, -2.011067476139112E+01,  2.347486122839440E+01, -3.220089262594250E-01,",,,
"2456812.500000000, A.D. 2014-Jun-04 00",00,"00.0000, -3.015631442249910E+09,  3.888966556978904E+09, -1.458458008047547E+09, -2.818581296017110E+01,  1.041363729443675E+01, -3.166763495880600E-01,",,,
"2456842.500000000, A.D. 2014-Jul-04 00",00,"00.0000, -3.091110073153437E+09,  3.896940552577758E+09, -1.459274184159443E+09, -2.882792674478701E+01, -4.323977024001959E+00, -3.118420068633201E-01,",,,
"2456873.500000000, A.D. 2014-Aug-04 00",00,"00.0000, -3.160777216283431E+09,  3.866371586954512E+09, -1.460105573493272E+09, -2.200482521463158E+01, -1.794093099545053E+01, -3.073256048069943E-01,",,,
"2456904.500000000, A.D. 2014-Sep-04 00",00,"00.0000, -3.203666107255652E+09,  3.805457309470537E+09, -1.460925396435763E+09, -9.234274036887054E+00, -2.645595722872434E+01, -3.037606063693143E-01,",,,
"2456934.500000000, A.D. 2014-Oct-04 00",00,"00.0000, -3.208322831772628E+09,  3.733792212695842E+09, -1.461708477887527E+09,  5.795856707101133E+00, -2.754962031081946E+01, -3.006497746645636E-01,",,,
"2456965.500000000, A.D. 2014-Nov-04 00",00,"00.0000, -3.172979161328834E+09,  3.667476318334002E+09, -1.462507745572582E+09,  2.002359405678845E+01, -2.065012685716310E+01, -2.976037064286672E-01,",,,
"2456995.500000000, A.D. 2014-Dec-04 00",00,"00.0000, -3.108458728530524E+09,  3.629671084863433E+09, -1.463272001306212E+09,  2.862621861051496E+01, -7.712240021462184E+00, -2.941060974570284E-01,",,,
"2457026.500000000, A.D. 2015-Jan-04 00",00,"00.0000, -3.028741687039178E+09,  3.630526986874417E+09, -1.464052539003898E+09,  2.939118363834139E+01,  8.443773355101259E+00, -2.899265121900441E-01,",,,
"2457057.500000000, A.D. 2015-Feb-04 00",00,"00.0000, -2.958701475301145E+09,  3.673100594186801E+09, -1.464823490739145E+09,  2.158929666194571E+01,  2.260772051446813E+01, -2.855115810064532E-01,",,,
"2457085.500000000, A.D. 2015-Mar-04 00",00,"00.0000, -2.920753704741206E+09,  3.738182158875873E+09, -1.465511503005695E+09,  9.169469899381244E+00,  3.013926475961949E+01, -2.819739327737594E-01,",,,
"2457116.500000000, A.D. 2015-Apr-04 00",00,"00.0000, -2.917361893807088E+09,  3.821459956881945E+09, -1.466263122120319E+09, -6.638405846245551E+00,  3.059993714883964E+01, -2.776221986349228E-01,",,,
"2457146.500000000, A.D. 2015-May-04 00",00,"00.0000, -2.952601242790549E+09,  3.892954892290986E+09, -1.466980045009231E+09, -1.989302298325457E+01,  2.343028899420781E+01, -2.737010812158243E-01,",,,
"2457177.500000000, A.D. 2015-Jun-04 00",00,"00.0000, -3.018340617417314E+09,  3.939213088331374E+09, -1.467709523192239E+09, -2.802526109699986E+01,  1.042025730954314E+01, -2.700911195918252E-01,",,,
"2457207.500000000, A.D. 2015-Jul-04 00",00,"00.0000, -3.093531874164688E+09,  3.947193312699799E+09, -1.468404385896868E+09, -2.873924701146753E+01, -4.304158978886186E+00, -2.665246685487908E-01,",,,
"2457238.500000000, A.D. 2015-Aug-04 00",00,"00.0000, -3.163072284145893E+09,  3.916600810510455E+09, -1.469110991916278E+09, -2.199442708559666E+01, -1.794720200554225E+01, -2.626848821704595E-01,",,,
"2457269.500000000, A.D. 2015-Sep-04 00",00,"00.0000, -3.205973750662467E+09,  3.855548239970475E+09, -1.469806041270567E+09, -9.276460758362383E+00, -2.653123302099062E+01, -2.580532930520398E-01,",,,
"2457299.500000000, A.D. 2015-Oct-04 00",00,"00.0000, -3.210702734241302E+09,  3.783584650126709E+09, -1.470468024186649E+09,  5.747385969670367E+00, -2.770578182334119E+01, -2.535877451579118E-01,",,,
"2457330.500000000, A.D. 2015-Nov-04 00",00,"00.0000, -3.175403250013595E+09,  3.716777241645513E+09, -1.471141933905779E+09,  2.001849393539280E+01, -2.088355289070918E+01, -2.491288905622495E-01,",,,
"2457360.500000000, A.D. 2015-Dec-04 00",00,"00.0000, -3.110805433996603E+09,  3.678359562337338E+09, -1.471785085498486E+09,  2.869208174907519E+01, -7.984716253847944E+00, -2.455656393726713E-01,",,,
"2457391.500000000, A.D. 2016-Jan-04 00",00,"00.0000, -3.030825582304885E+09,  3.678523998691809E+09, -1.472440776253283E+09,  2.954288082634923E+01,  8.179063735110562E+00, -2.424566149770992E-01,",,,
"2457422.500000000, A.D. 2016-Feb-04 00",00,"00.0000, -2.960333438729783E+09,  3.720456201039282E+09, -1.473087643721894E+09,  2.180593528307897E+01,  2.239556337175281E+01, -2.398031079307605E-01,",,,
"2457451.500000000, A.D. 2016-Mar-04 00",00,"00.0000, -2.921072881987837E+09,  3.787672832930445E+09, -1.473684388925050E+09,  8.918802823917087E+00,  3.014008222631717E+01, -2.368091921773736E-01,",,,
"2457482.500000000, A.D. 2016-Apr-04 00",00,"00.0000, -2.918421953605920E+09,  3.870650962423644E+09, -1.474312663587771E+09, -6.901521694766014E+00,  3.040703602108347E+01, -2.335818787125152E-01,",,,
"2457512.500000000, A.D. 2016-May-04 00",00,"00.0000, -2.954245994739349E+09,  3.941366737955438E+09, -1.474910272078907E+09, -2.007237646615051E+01,  2.307186013968340E+01, -2.295245428374386E-01,",,,
"2457543.500000000, A.D. 2016-Jun-04 00",00,"00.0000, -3.020232569608761E+09,  3.986463222507926E+09, -1.475516399012575E+09, -2.805246277736797E+01,  9.950821820710857E+00, -2.243884019402804E-01,",,,
"2457573.500000000, A.D. 2016-Jul-04 00",00,"00.0000, -3.095202249998869E+09,  3.993183144234004E+09, -1.476091411619863E+09, -2.858369302096821E+01, -4.794298183528178E+00, -2.193060026286553E-01,",,,
"2457604.500000000, A.D. 2016-Aug-04 00",00,"00.0000, -3.164035076611516E+09,  3.961389330189249E+09, -1.476673728671157E+09, -2.165546506838757E+01, -1.836767837547340E+01, -2.142844223380171E-01,",,,
"2457635.500000000, A.D. 2016-Sep-04 00",00,"00.0000, -3.205844264042413E+09,  3.899461510058978E+09, -1.477244581178868E+09, -8.809128459024837E+00, -2.679186645701779E+01, -2.102442222387033E-01,",,,
"2457665.500000000, A.D. 2016-Oct-04 00",00,"00.0000, -3.209342761616934E+09,  3.827112800919423E+09, -1.477787026017702E+09,  6.242944619507250E+00, -2.776631313209419E+01, -2.070039648993713E-01,",,,
"2457696.500000000, A.D. 2016-Nov-04 00",00,"00.0000, -3.172852105261662E+09,  3.760426226960179E+09, -1.478338033858354E+09,  2.043092512471763E+01, -2.074036933931995E+01, -2.043395652780102E-01,",,,
"2457726.500000000, A.D. 2016-Dec-04 00",00,"00.0000, -3.107436096893160E+09,  3.722531848503119E+09, -1.478862760580492E+09,  2.892968732204768E+01, -7.714775501465390E+00, -2.016789693188574E-01,",,,
"2457757.500000000, A.D. 2017-Jan-04 00",00,"00.0000, -3.027136297887286E+09,  3.723420503384607E+09, -1.479396576892288E+09,  2.954924512075474E+01,  8.464879176204441E+00, -1.986111639856722E-01,",,,
"2457788.500000000, A.D. 2017-Feb-04 00",00,"00.0000, -2.956881261013138E+09,  3.765947553769342E+09, -1.479921526032717E+09,  2.161021217798995E+01,  2.256563862999847E+01, -1.945967942813827E-01,",,,
"2457816.500000000, A.D. 2017-Mar-04 00",00,"00.0000, -2.918968896603859E+09,  3.830760783443480E+09, -1.480387505767241E+09,  9.125340733051424E+00,  2.998835771960609E+01, -1.911762055742994E-01,",,,
"2457847.500000000, A.D. 2017-Apr-04 00",00,"00.0000, -2.915704619807745E+09,  3.913413008742856E+09, -1.480893842314195E+09, -6.692506633404244E+00,  3.030704594764092E+01, -1.863718849334113E-01,",,,
"2457877.500000000, A.D. 2017-May-04 00",00,"00.0000, -2.950980009555476E+09,  3.983981019158962E+09, -1.481373501787281E+09, -1.988540770480844E+01,  2.302093180154859E+01, -1.820216181182595E-01,",,,
"2457908.500000000, A.D. 2017-Jun-04 00",00,"00.0000, -3.016521911720020E+09,  4.029046099644658E+09, -1.481857730174472E+09, -2.790386598408014E+01,  9.936839583358340E+00, -1.779266980011056E-01,",,,
"2457938.500000000, A.D. 2017-Jul-04 00",00,"00.0000, -3.091218057461801E+09,  4.035784034181384E+09, -1.482315211411750E+09, -2.849002912156950E+01, -4.795535087274944E+00, -1.741924576596161E-01,",,,
"2457969.500000000, A.D. 2017-Aug-04 00",00,"00.0000, -3.159929855243853E+09,  4.003975240023152E+09, -1.482776512270808E+09, -2.162106803766283E+01, -1.838043440949277E+01, -1.706846448929760E-01,",,,
"2458000.500000000, A.D. 2017-Sep-04 00",00,"00.0000, -3.201749570229689E+09,  3.941924670512363E+09, -1.483226680845496E+09, -8.824646685148503E+00, -2.684747174790420E+01, -1.670416506836467E-01,",,,
"2458030.500000000, A.D. 2017-Oct-04 00",00,"00.0000, -3.205319863121502E+09,  3.869301316121081E+09, -1.483652210431814E+09,  6.208473995930382E+00, -2.788585245816146E+01, -1.632597831645057E-01,",,,
"2458061.500000000, A.D. 2017-Nov-04 00",00,"00.0000, -3.168879212595203E+09,  3.802156526660989E+09, -1.484082334688359E+09,  2.041063519817185E+01, -2.093372654436024E+01, -1.590098210266149E-01,",,,
"2458091.500000000, A.D. 2017-Dec-04 00",00,"00.0000, -3.103399734635839E+09,  3.763678145186258E+09, -1.484489876596118E+09,  2.896340764965883E+01, -7.961331240903151E+00, -1.551228278853229E-01,",,,
"2458122.500000000, A.D. 2018-Jan-04 00",00,"00.0000, -3.022857350367810E+09,  3.763897871205128E+09, -1.484902468242531E+09,  2.966668136731860E+01,  8.197768573949036E+00, -1.514008705802055E-01,",,,
"2458153.500000000, A.D. 2018-Feb-04 00",00,"00.0000, -2.952166448931792E+09,  3.805797379932791E+09, -1.485306565567912E+09,  2.181147036246498E+01,  2.233325623242385E+01, -1.485015062963360E-01,",,,
"2458181.500000000, A.D. 2018-Mar-04 00",00,"00.0000, -2.913741511602551E+09,  3.870166297432728E+09, -1.485664117584880E+09,  9.362254226928574E+00,  2.981476370213671E+01, -1.454836191618387E-01,",,,
"2458212.500000000, A.D. 2018-Apr-04 00",00,"00.0000, -2.909860287744998E+09,  3.952499424963641E+09, -1.486050606832893E+09, -6.445867696665931E+00,  3.022051095516918E+01, -1.425798641775504E-01,",,,
"2458242.500000000, A.D. 2018-May-04 00",00,"00.0000, -2.944586288726161E+09,  4.022932468542665E+09, -1.486414646663256E+09, -1.967503298837407E+01,  2.300453864619593E+01, -1.391367144517890E-01,",,,
"2458273.500000000, A.D. 2018-Jun-04 00",00,"00.0000, -3.009686153400969E+09,  4.067985983640106E+09, -1.486779769814487E+09, -2.776385981607826E+01,  9.964785963226760E+00, -1.350560730501398E-01,",,,
"2458303.500000000, A.D. 2018-Jul-04 00",00,"00.0000, -3.084117425518469E+09,  4.074759365143194E+09, -1.487121808181580E+09, -2.842490984800989E+01, -4.764909774530092E+00, -1.305442100497791E-01,",,,
"2458334.500000000, A.D. 2018-Aug-04 00",00,"00.0000, -3.152724891741369E+09,  4.042952990590266E+09, -1.487463585066865E+09, -2.162755047294512E+01, -1.838780411067710E+01, -1.254035098945874E-01,",,,
"2458365.500000000, A.D. 2018-Sep-04 00",00,"00.0000, -3.194575323690634E+09,  3.980789548698341E+09, -1.487793755251073E+09, -8.871699097674433E+00, -2.692597773169662E+01, -1.204167965715257E-01,",,,
"2458395.500000000, A.D. 2018-Oct-04 00",00,"00.0000, -3.198234243683731E+09,  3.907896249297568E+09, -1.488103119089460E+09,  6.162075240037606E+00, -2.804132273544013E+01, -1.165083118364514E-01,",,,
"2458426.500000000, A.D. 2018-Nov-04 00",00,"00.0000, -3.161854762793377E+09,  3.840290175107538E+09, -1.488413198095468E+09,  2.041274457289110E+01, -2.115723899781691E+01, -1.135218533229274E-01,",,,
"2458456.500000000, A.D. 2018-Dec-04 00",00,"00.0000, -3.096314612677564E+09,  3.801228122774087E+09, -1.488705109231924E+09,  2.903604818181953E+01, -8.216168233559390E+00, -1.112040275111332E-01,",,,
"2458487.500000000, A.D. 2019-Jan-04 00",00,"00.0000, -3.015523598519012E+09,  3.800787561490961E+09, -1.488998947784436E+09,  2.981625416227567E+01,  7.959479308900479E+00, -1.090108774697724E-01,",,,
"2458518.500000000, A.D. 2019-Feb-04 00",00,"00.0000, -2.944396730902581E+09,  3.842080455901443E+09, -1.489284786936589E+09,  2.201207522544730E+01,  2.214627160439247E+01, -1.060879551673954E-01,",,,
"2458546.500000000, A.D. 2019-Mar-04 00",00,"00.0000, -2.905467582383820E+09,  3.906017264480857E+09, -1.489535236056461E+09,  9.590600747514170E+00,  2.968600696862828E+01, -1.029375821894476E-01,",,,
"2458577.500000000, A.D. 2019-Apr-04 00",00,"00.0000, -2.900988171973095E+09,  3.988049757691898E+09, -1.489803535165291E+09, -6.235892998553104E+00,  3.015920976238484E+01, -9.857021855147607E-02,",,,
"2458607.500000000, A.D. 2019-May-04 00",00,"00.0000, -2.935185145728897E+09,  4.058353697926589E+09, -1.490052888903947E+09, -1.950706287967345E+01,  2.299042846465151E+01, -9.390804950886178E-02,",,,
"2458638.500000000, A.D. 2019-Jun-04 00",00,"00.0000, -2.999863201782036E+09,  4.103392624345182E+09, -1.490299117653935E+09, -2.765427484093125E+01,  9.967089681355358E+00, -8.877671743594018E-02,",,,
"2458668.500000000, A.D. 2019-Jul-04 00",00,"00.0000, -3.074040225543585E+09,  4.110196389980371E+09, -1.490526111792422E+09, -2.837042196821564E+01, -4.770719851469319E+00, -8.434719649649636E-02,",,,
"2458699.500000000, A.D. 2019-Aug-04 00",00,"00.0000, -3.142547154780558E+09,  4.078385974621837E+09, -1.490749059435291E+09, -2.161286801223637E+01, -1.842566766488262E+01, -8.063578489431755E-02,",,,
"2458730.500000000, A.D. 2019-Sep-04 00",00,"00.0000, -3.184425081670981E+09,  4.016110798424882E+09, -1.490960971348995E+09, -8.880090374500314E+00, -2.700472747470989E+01, -7.756987870679133E-02,",,,
"2458760.500000000, A.D. 2019-Oct-04 00",00,"00.0000, -3.188172782948057E+09,  3.942956941159304E+09, -1.491156215501385E+09,  6.147315246726675E+00, -2.817109619716894E+01, -7.443822444255765E-02,",,,
"2458791.500000000, A.D. 2019-Nov-04 00",00,"00.0000, -3.151859155783667E+09,  3.874906490749843E+09, -1.491348725116155E+09,  2.041434819940753E+01, -2.133690869723433E+01, -7.105586348212434E-02,",,,
"2458821.500000000, A.D. 2019-Dec-04 00",00,"00.0000, -3.086273489168238E+09,  3.835274153843648E+09, -1.491526648582476E+09,  2.908234675672476E+01, -8.434241317853495E+00, -6.764546075325883E-02,",,,
"2458852.500000000, A.D. 2020-Jan-04 00",00,"00.0000, -3.005258559917937E+09,  3.834182733120989E+09, -1.491702390422253E+09,  2.992185453531246E+01,  7.729288568756830E+00, -6.382126546663480E-02,",,,
$$EOE,,,,,
**************************************************************************************************************************************************************************************************,,,,,
 ,,,,,
TIME,,,,,
,,,,,
"  Barycentric Dynamical Time (""TDB"" or T_eph) output was requested. This",,,,,
continuous coordinate time is equivalent to the relativistic proper time,,,,,
of a clock at rest in a reference frame co-moving with the solar system,,,,,
barycenter but outside the system's gravity well. It is the independent,,,,,
variable in the solar system relativistic equations of motion.,,,,,
,,,,,
  TDB runs at a uniform rate of one SI second per second and is independent,,,,,
of irregularities in Earth's rotation.,,,,,
 ,,,,,
CALENDAR SYSTEM,,,,,
,,,,,
  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15,,,,,
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any),,,,,
"are in the Julian calendar system, which is automatically extended for dates",,,,,
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for,,,,,
matching historical dates. The Gregorian calendar more accurately corresponds,,,,,
"to the Earth's orbital motion and seasons. A ""Gregorian-only"" calendar mode is",,,,,
available if such physical events are the primary interest.,,,,,
,,,,,
REFERENCE FRAME AND COORDINATES,,,,,
,,,,,
  Ecliptic at the standard reference epoch,,,,,
,,,,,
    Reference epoch, J2000.0,,,,
    X-Y plane, adopted Earth orbital plane at the reference epoch,,,,
               Note, IAU76 obliquity of 84381.448 arcseconds wrt ICRF X-Y plane,,,,
    X-axis   , ICRF,,,,
    Z-axis   , perpendicular to the X-Y plane in the directional (+ or -) sense,,,,
               of Earth's north pole at the reference epoch.,,,,,
,,,,,
  Symbol meaning,,,,,
,,,,,
"    JDTDB    Julian Day Number, Barycentric Dynamical Time",,,,,
      X      X-component of position vector (km),,,,,
      Y      Y-component of position vector (km),,,,,
      Z      Z-component of position vector (km),,,,,
      VX     X-component of velocity vector (km/sec)                           ,,,,,
      VY     Y-component of velocity vector (km/sec)                           ,,,,,
      VZ     Z-component of velocity vector (km/sec)                           ,,,,,
,,,,,
ABERRATIONS AND CORRECTIONS,,,,,
,,,,,
 Geometric state vectors have NO corrections or aberrations applied.,,,,,
,,,,,
Computations by ...,,,,,
,,,,,
"    Solar System Dynamics Group, Horizons On-Line Ephemeris System",,,,,
"    4800 Oak Grove Drive, Jet Propulsion Laboratory",,,,,
"    Pasadena, CA  91109   USA",,,,,
,,,,,
    General site, https,//ssd.jpl.nasa.gov/,,,
    Mailing list, https,//ssd.jpl.nasa.gov/email_list.html,,,
    System news , https,//ssd.jpl.nasa.gov/horizons/news.html,,,
    User Guide  , https,//ssd.jpl.nasa.gov/horizons/manual.html,,,
    Connect     , browser        https,//ssd.jpl.nasa.gov/horizons/app.html#/x,,,
                  API            https,//ssd-api.jpl.nasa.gov/doc/horizons.html,,,,
                  command-line   telnet ssd.jpl.nasa.gov 6775,,,,,
